% Model:              Testfile_Rectangle.mph
% Version:            COMSOL 5.2.1.152
% Date:               Jun 22 2016, 14:21
% Table:              Lin_EV_D - Lin_EV_D (lambda, abs(lambda))
% Omega                                           lambda (rad/s)
3359.818286283781                                 -7.976817458789214E-6+2.0978557516526964E-15i
3359.818286283781                                 -3.940091682844644E-13+7.024825497250559i
3359.818286283781                                 -7.976817458789214E-6-2.0978557516526964E-15i
3359.818286283781                                 5.997394694413358E-14-8.88576587560185i
3359.818286283781                                 -1.2504074091117274E-10-5.935475353266389E-18i
3359.818286283781                                 5.997394694413358E-14+8.88576587560185i
3359.818286283781                                 -1.2504074091117274E-10+5.935475353266389E-18i
3359.818286283781                                 -5.263439793246929E-10-9.93458826629281i
3359.818286283781                                 -0.3619442788394444+1.812504685369698E-15i
3359.818286283781                                 -5.263439793246929E-10+9.93458826629281i
3359.818286283781                                 -0.3619442788394444-1.812504685369698E-15i
6951.927961775606                                 2.480088169014472E-14-4.442882937557085i
6951.927961775606                                 -0.8105694690370703
6951.927961775606                                 2.480088169014472E-14+4.442882937557085i
6951.927961775606                                 -0.8105694690370703
6951.927961775606                                 -2.41172531455882E-12-7.0247924528917745i
6951.927961775606                                 -1.650520446730175E-5+3.6081055356981776E-15i
6951.927961775606                                 -2.41172531455882E-12+7.0247924528917745i
6951.927961775606                                 -1.650520446730175E-5-3.6081055356981776E-15i
6951.927961775606                                 2.361352918560105E-12-7.024837007333031i
6951.927961775606                                 -1.650511200559447E-5+1.7903708142241157E-15i
6951.927961775606                                 2.361352918560105E-12+7.024837007333031i
6951.927961775606                                 -1.650511200559447E-5-1.7903708142241157E-15i
6951.927961775606                                 -4.488638388209405E-14-8.885765873240233i
6951.927961775606                                 -5.373420408173398E-10+4.618438093173258E-18i
6951.927961775606                                 -4.488638388209405E-14+8.885765873240233i
6951.927961775606                                 -5.373420408173398E-10-4.618438093173258E-18i
6951.927961775606                                 7.041337322036684E-13-9.934588264563136i
6951.927961775606                                 -0.3619442706343501+1.3171349520985286E-16i
6951.927961775606                                 7.041337322036684E-13+9.934588264563136i
6951.927961775606                                 -0.3619442706343501-1.3171349520985286E-16i
14384.498882876629                                6.155305267815251E-14-4.442882935595305i
14384.498882876629                                -0.8105694687038335
14384.498882876629                                6.155305267815251E-14+4.442882935595305i
14384.498882876629                                -0.8105694687038335
14384.498882876629                                -5.7654070485399605E-12-7.0247686324167775i
14384.498882876629                                -3.415165193321032E-5-2.363029270820473E-15i
14384.498882876629                                -5.7654070485399605E-12+7.0247686324167775i
14384.498882876629                                -3.415165193321032E-5+2.363029270820473E-15i
14384.498882876629                                5.76088387133433E-12-7.0248608217088835i
14384.498882876629                                -3.4151250620553694E-5-6.769452969917335E-16i
14384.498882876629                                5.76088387133433E-12+7.0248608217088835i
14384.498882876629                                -3.4151250620553694E-5+6.769452969917335E-16i
14384.498882876629                                -9.578799904587915E-14-8.885765863142913i
14384.498882876629                                -2.300666727843078E-9+3.367245695200472E-17i
14384.498882876629                                -9.578799904587915E-14+8.885765863142913i
14384.498882876629                                -2.300666727843078E-9-3.367245695200472E-17i
14384.498882876629                                2.1813581650108357E-12-9.934588260508619i
14384.498882876629                                -0.36194425329675445+7.67870640365373E-17i
14384.498882876629                                2.1813581650108357E-12+9.934588260508619i
14384.498882876629                                -0.36194425329675445-7.67870640365373E-17i
29763.51441631313                                 7.114520315835939E-14-4.442882927181369i
29763.51441631313                                 -0.8105694672773837
29763.51441631313                                 7.114520315835939E-14+4.442882927181369i
29763.51441631313                                 -0.8105694672773837
29763.51441631313                                 8.594505563548906E-12-7.024719337810012i
29763.51441631313                                 -7.066493898885283E-5+3.738433737349313E-15i
29763.51441631313                                 8.594505563548906E-12+7.024719337810012i
29763.51441631313                                 -7.066493898885283E-5-3.738433737349313E-15i
29763.51441631313                                 -8.560556668077241E-12-7.02491009018655i
29763.51441631313                                 -7.066319674470909E-5+2.698370617181353E-15i
29763.51441631313                                 -8.560556668077241E-12+7.02491009018655i
29763.51441631313                                 -7.066319674470909E-5-2.698370617181353E-15i
29763.51441631313                                 3.825377918879029E-14-8.885765819910178i
29763.51441631313                                 -9.855630285620569E-9-7.591626172318593E-18i
29763.51441631313                                 3.825377918879029E-14+8.885765819910178i
29763.51441631313                                 -9.855630285620569E-9+7.591626172318593E-18i
29763.51441631313                                 9.218307140252281E-12-9.93458824316159i
29763.51441631313                                 -0.3619442163613268
29763.51441631313                                 9.218307140252281E-12+9.93458824316159i
29763.51441631313                                 -0.3619442163613268
61584.82110660255                                 -2.5432608158686486E-14-4.442882891146053i
61584.82110660255                                 -0.8105694611696851
61584.82110660255                                 -2.5432608158686486E-14+4.442882891146053i
61584.82110660255                                 -0.8105694611696851
61584.82110660255                                 5.9255033051704415E-12-7.024617311587761i
61584.82110660255                                 -1.4621742543654485E-4+1.832722631986037E-15i
61584.82110660255                                 5.9255033051704415E-12+7.024617311587761i
61584.82110660255                                 -1.4621742543654485E-4-1.832722631986037E-15i
61584.82110660255                                 -6.225350229164096E-12-7.025012004586078i
61584.82110660255                                 -1.4620999627832488E-4+5.98861710829192E-15i
61584.82110660255                                 -6.225350229164096E-12+7.025012004586078i
61584.82110660255                                 -1.4620999627832488E-4-5.98861710829192E-15i
61584.82110660255                                 1.4454424441098144E-13-8.885765634812437i
61584.82110660255                                 -4.2200018363040816E-8+2.2280059134303282E-17i
61584.82110660255                                 1.4454424441098144E-13+8.885765634812437i
61584.82110660255                                 -4.2200018363040816E-8-2.2280059134303282E-17i
61584.82110660255                                 -3.3388033473615978E-12-9.93458815137304i
61584.82110660255                                 -0.3821060541183653
61584.82110660255                                 -3.3388033473615978E-12+9.93458815137304i
61584.82110660255                                 -0.3821060541183653
127427.49857031321                                -6.016309970431003E-14-4.442882736872723i
127427.49857031321                                -0.8105694350210098
127427.49857031321                                -6.016309970431003E-14+4.442882736872723i
127427.49857031321                                -0.8105694350210098
127427.49857031321                                -4.599385837540047E-12-7.024406081561095i
127427.49857031321                                -3.025522361497939E-4+5.0069791609956215E-15i
127427.49857031321                                -4.599385837540047E-12+7.024406081561095i
127427.49857031321                                -3.025522361497939E-4-5.0069791609956215E-15i
127427.49857031321                                4.853311032827245E-12-7.025222755815385i
127427.49857031321                                -3.025204254063183E-4-2.382557946291666E-15i
127427.49857031321                                4.853311032827245E-12+7.025222755815385i
127427.49857031321                                -3.025204254063183E-4+2.382557946291666E-15i
127427.49857031321                                1.2358262414963992E-13-8.88576484235259i
127427.49857031321                                -1.80671395766665E-7+1.1161111143941956E-17i
127427.49857031321                                1.2358262414963992E-13+8.88576484235259i
127427.49857031321                                -1.80671395766665E-7-1.1161111143941956E-17i
127427.49857031321                                1.9592520017714394E-11-9.934587775840312i
127427.49857031321                                -0.3821058740025301+5.848405305358235E-15i
127427.49857031321                                1.9592520017714394E-11+9.934587775840312i
127427.49857031321                                -0.3821058740025301-5.848405305358235E-15i
263665.08987303555                                4.063917374103263E-14-4.442882076373687i
263665.08987303555                                -0.8105693230696945
263665.08987303555                                4.063917374103263E-14+4.442882076373687i
263665.08987303555                                -0.8105693230696945
263665.08987303555                                1.8075569396488311E-12-7.023968488110504i
263665.08987303555                                -6.260573069541317E-4+7.758658842268718E-15i
263665.08987303555                                1.8075569396488311E-12+7.023968488110504i
263665.08987303555                                -6.260573069541317E-4-7.758658842268718E-15i
263665.08987303555                                -1.7895889818509078E-12-7.0256582993800345i
263665.08987303555                                -6.259211135260368E-4-2.9289318141362262E-15i
263665.08987303555                                -1.7895889818509078E-12+7.0256582993800345i
263665.08987303555                                -6.259211135260368E-4+2.9289318141362262E-15i
263665.08987303555                                2.447873528512199E-13-8.88576144958313i
263665.08987303555                                -7.735031724959104E-7-5.923726312490233E-18i
263665.08987303555                                2.447873528512199E-13+8.88576144958313i
263665.08987303555                                -7.735031724959104E-7+5.923726312490233E-18i
263665.08987303555                                -4.691556036368057E-11-9.93458616803922i
263665.08987303555                                -0.38210509882262766+1.3144345217716044E-16i
263665.08987303555                                -4.691556036368057E-11+9.93458616803922i
263665.08987303555                                -0.38210509882262766-1.3144345217716044E-16i
545559.4781168514                                 5.1236158119141595E-14-4.442879248666977i
545559.4781168514                                 -0.8105688437697106
545559.4781168514                                 5.1236158119141595E-14+4.442879248666977i
545559.4781168514                                 -0.8105688437697106
545559.4781168514                                 -2.1559404558555834E-13-7.023060781556815i
545559.4781168514                                 -0.0012955475766375278+1.4873774807565876E-16i
545559.4781168514                                 -2.1559404558555834E-13+7.023060781556815i
545559.4781168514                                 -0.0012955475766375278-1.4873774807565876E-16i
545559.4781168514                                 2.1175896373810422E-13-7.026557229702229i
545559.4781168514                                 -0.0012949645311108454+4.037366762135896E-15i
545559.4781168514                                 2.1175896373810422E-13+7.026557229702229i
545559.4781168514                                 -0.0012949645311108454-4.037366762135896E-15i
545559.4781168514                                 1.3645585704973097E-13-8.885746924155743i
545559.4781168514                                 -3.311613756767421E-6-3.7835821950664286E-17i
545559.4781168514                                 1.3645585704973097E-13+8.885746924155743i
545559.4781168514                                 -3.311613756767421E-6+3.7835821950664286E-17i
545559.4781168514                                 -5.700383611986962E-11-9.934579284558517i
545559.4781168514                                 -0.3821017737137657-1.618629205366606E-16i
545559.4781168514                                 -5.700383611986962E-11+9.934579284558517i
545559.4781168514                                 -0.3821017737137657+1.618629205366606E-16i
1128837.8916846884                                -2.145804329072693E-15-4.442867142289878i
1128837.8916846884                                -0.8105667917374635
1128837.8916846884                                -2.145804329072693E-15+4.442867142289878i
1128837.8916846884                                -0.8105667917374635
1128837.8916846884                                -2.1095744408805103E-12-7.021172922554616i
1128837.8916846884                                -0.0026812934768307476+2.5617247739710067E-15i
1128837.8916846884                                -2.1095744408805103E-12+7.021172922554616i
1128837.8916846884                                -0.0026812934768307476-2.5617247739710067E-15i
1128837.8916846884                                2.139693714892282E-12-7.028407514903425i
1128837.8916846884                                -0.002678797288020489+1.3095728723079727E-15i
1128837.8916846884                                2.139693714892282E-12+7.028407514903425i
1128837.8916846884                                -0.002678797288020489-1.3095728723079727E-15i
1128837.8916846884                                5.862759836580009E-14-8.885684738361384i
1128837.8916846884                                -1.4177635279017181E-5-2.994875531241559E-17i
1128837.8916846884                                5.862759836580009E-14+8.885684738361384i
1128837.8916846884                                -1.4177635279017181E-5+2.994875531241559E-17i
1128837.8916846884                                -5.37254321113207E-9-9.93454981119658i
1128837.8916846884                                -0.3820875378444202+2.56793201897169E-15i
1128837.8916846884                                -5.37254321113207E-9+9.93454981119658i
1128837.8916846884                                -0.3820875378444202-2.56793201897169E-15i
2335721.4690901213                                -3.994006239933349E-14-4.44281531171108i
2335721.4690901213                                -0.8105580065030742
2335721.4690901213                                -3.994006239933349E-14+4.44281531171108i
2335721.4690901213                                -0.8105580065030742
2335721.4690901213                                -1.3797000909431657E-12-7.017225286289375i
2335721.4690901213                                -0.005550565541553063+7.001899864044866E-15i
2335721.4690901213                                -1.3797000909431657E-12+7.017225286289375i
2335721.4690901213                                -0.005550565541553063-7.001899864044866E-15i
2335721.4690901213                                1.4680086131090246E-12-7.032194287803739i
2335721.4690901213                                -0.005539879163453919+1.6766817095908699E-15i
2335721.4690901213                                1.4680086131090246E-12+7.032194287803739i
2335721.4690901213                                -0.005539879163453919-1.6766817095908699E-15i
2335721.4690901213                                5.544918598015673E-14-8.885418544448733i
2335721.4690901213                                -6.069103611967609E-5+1.1308939331247086E-16i
2335721.4690901213                                5.544918598015673E-14+8.885418544448733i
2335721.4690901213                                -6.069103611967609E-5-1.1308939331247086E-16i
2335721.4690901213                                1.5689284743941993E-10-9.934423637170894i
2335721.4690901213                                -0.38202659396744343-6.241962110136311E-16i
2335721.4690901213                                1.5689284743941993E-10+9.934423637170894i
2335721.4690901213                                -0.38202659396744343+6.241962110136311E-16i
4832930.238571752                                 1.092855353702826E-13-4.4425934235625695i
4832930.238571752                                 -0.8105203976109944
4832930.238571752                                 1.092855353702826E-13+4.4425934235625695i
4832930.238571752                                 -0.8105203976109944
4832930.238571752                                 -9.634270171139583E-13-7.008880624818657i
4832930.238571752                                 -0.011495269112973576-1.6902989338513689E-15i
4832930.238571752                                 -9.634270171139583E-13+7.008880624818657i
4832930.238571752                                 -0.011495269112973576+1.6902989338513689E-15i
4832930.238571752                                 7.818677731105194E-13-7.039850287080704i
4832930.238571752                                 -0.011449529641943937-1.403594477402182E-15i
4832930.238571752                                 7.818677731105194E-13+7.039850287080704i
4832930.238571752                                 -0.011449529641943937+1.403594477402182E-15i
4832930.238571752                                 3.826172459981906E-14-8.884279687573523i
4832930.238571752                                 -2.5968979919963747E-4+2.0078854555143677E-16i
4832930.238571752                                 3.826172459981906E-14+8.884279687573523i
4832930.238571752                                 -2.5968979919963747E-4-2.0078854555143677E-16i
4832930.238571752                                 -1.0068207570603003E-9-9.933883479603425i
4832930.238571752                                 -0.38176573824452936+1.5898725135283242E-15i
4832930.238571752                                 -1.0068207570603003E-9+9.933883479603425i
4832930.238571752                                 -0.38176573824452936-1.5898725135283242E-15i
10000000                                          1.2664573536221807E-14-4.441643736024266i
10000000                                          -0.8103594477211443-1.2662373283482116E-16i
10000000                                          1.2664573536221807E-14+4.441643736024266i
10000000                                          -0.8103594477211443+1.2662373283482116E-16i
10000000                                          1.8675146585493309E-13-6.990865915101827i
10000000                                          -0.023823107111752326+5.3848956473402E-15i
10000000                                          1.8675146585493309E-13+6.990865915101827i
10000000                                          -0.023823107111752326-5.3848956473402E-15i
10000000                                          -2.5089811412333543E-13-7.0549174721505565i
10000000                                          -0.023627510222965265+3.0158184322361553E-15i
10000000                                          -2.5089811412333543E-13+7.0549174721505565i
10000000                                          -0.023627510222965265-3.0158184322361553E-15i
10000000                                          -6.786863140096138E-14-8.879418562625151i
10000000                                          -0.001109107725848787-1.5656922031852807E-16i
10000000                                          -6.786863140096138E-14+8.879418562625151i
10000000                                          -0.001109107725848787+1.5656922031852807E-16i
10000000                                          -1.8218364356252857E-10-9.931571355409265i
10000000                                          -0.380650131617457+6.074039639868687E-16i
10000000                                          -1.8218364356252857E-10+9.931571355409265i
10000000                                          -0.380650131617457-6.074039639868687E-16i
