% Model:              Testfile_Rectangle.mph
% Version:            COMSOL 5.2.1.152
% Date:               Jun 22 2016, 14:21
% Table:              Full_EV_N - Full_EV_N (lambda, abs(lambda))
% Omega                                           lambda (rad/s)                                    Eigenwert                                         abs(lambda)
61584.82110660255                                 -6.684604775177016E-6+3.141536485137066i          -1.5360703914299458E-17-3.537697671988733E-6i     3.537697671988733E-6
61584.82110660255                                 -8.579275032715316E-5-2.0159367844346923E-8i      -1.5360703914299458E-17+3.537697671988733E-6i     3.537697671988733E-6
61584.82110660255                                 -6.444653931259064E-6-3.1416488165488596i         2.2706369115397775E-5-4.442882978888249i          4.442882978946272
61584.82110660255                                 -1.2887559958865496E-4+1.6368001109868318E-7i     2.2706369115397775E-5+4.442882978888249i          4.442882978946272
127427.49857031321                                -1.6735152586147545E-4-3.1415926510029255i        -1.6735152586147545E-4-3.1415926510029255i        3.1415926554603035
127427.49857031321                                -0.0017683717682886865-9.627149695831643E-8i      -1.6735152586147545E-4+3.1415926510029255i        3.1415926554603035
127427.49857031321                                -1.6735152586147545E-4+3.1415926510029255i        -3.576794209750366E-5-4.442882649250592i          4.442882649394569
127427.49857031321                                -0.0017683717682886865+9.627149695831643E-8i      -3.576794209750366E-5+4.442882649250592i          4.442882649394569
127427.49857031321                                -3.576794209750366E-5-4.442882649250592i          -3.069669995996295E-5-6.2831859193428485i         6.283185919417833
127427.49857031321                                -0.0010930677690721557-1.3229657708917675E-7i     -3.069669995996295E-5+6.2831859193428485i         6.283185919417833
127427.49857031321                                -3.576794209750366E-5+4.442882649250592i          -4.152094450780368E-15-3.5112116810547686E-6i     3.5112116810547686E-6
127427.49857031321                                -0.0010930677690721557+1.3229657708917675E-7i     -4.152094450780368E-15+3.5112116810547686E-6i     3.5112116810547686E-6
127427.49857031321                                -3.069669995996295E-5-6.2831859193428485i         1.471474644015691E-4-3.1415927654233595i          3.141592768869442
127427.49857031321                                -0.0022246243474414577-6.13514515196466E-5i       1.471474644015691E-4+3.1415927654233595i          3.141592768869442
263665.08987303555                                -1.279878212145745E-4-3.1415925050445144i         -1.279878212145745E-4-3.1415925050445144i         3.141592507651613
263665.08987303555                                -5.688662704815139E-4-1.9269629606737976E-7i      -1.279878212145745E-4+3.1415925050445144i         3.141592507651613
263665.08987303555                                -1.279878212145745E-4+3.1415925050445144i         -1.0768784369792447E-14-3.510213414796729E-6i     3.510213414796729E-6
263665.08987303555                                -5.688662704815139E-4+1.9269629606737976E-7i      -1.0768784369792447E-14+3.510213414796729E-6i     3.510213414796729E-6
263665.08987303555                                -1.0768784369792447E-14-3.510213414796729E-6i     2.5526654320284867E-6-4.442882884263398i          4.442882884264131
263665.08987303555                                -1.0000000000001368                               2.5526654320284867E-6+4.442882884263398i          4.442882884264131
263665.08987303555                                -1.0768784369792447E-14+3.510213414796729E-6i     4.833738091029408E-5-6.283186483610339i           6.283186483796272
263665.08987303555                                -1.0000000000001368                               4.833738091029408E-5+6.283186483610339i           6.283186483796272
263665.08987303555                                2.5526654320284867E-6-4.442882884263398i          1.288949870693738E-4-3.1415931781925486i          3.141593180836735
263665.08987303555                                -9.857692679738495E-4-8.08401311975413E-7i        1.288949870693738E-4+3.1415931781925486i          3.141593180836735
545559.4781168514                                 -1.6887275350201054E-5                            -1.6887275350201054E-5                            1.6887275350201054E-5
545559.4781168514                                 -0.9999999999999993                               -5.589254366125863E-6-4.442883475385744i          4.44288347538926
545559.4781168514                                 -5.589254366125863E-6-4.442883475385744i          -5.589254366125863E-6+4.442883475385744i          4.44288347538926
545559.4781168514                                 -0.06522355904066306+7.978441795400234E-7i        4.802797822653423E-6-6.283169728477135i           6.2831697284789705
545559.4781168514                                 -5.589254366125863E-6+4.442883475385744i          4.802797822653423E-6+6.283169728477135i           6.2831697284789705
545559.4781168514                                 -0.06522355904066306-7.978441795400234E-7i        1.1502397975820873E-5-3.1414419644308693i         3.141441964451927
545559.4781168514                                 4.802797822653423E-6-6.283169728477135i           1.1502397975820873E-5+3.1414419644308693i         3.141441964451927
545559.4781168514                                 -0.09455977793668484+1.685333282270858E-4i        1.2146049538799715E-5-3.141745643394141i          3.1417456434176194
545559.4781168514                                 4.802797822653423E-6+6.283169728477135i           1.2146049538799715E-5+3.141745643394141i          3.1417456434176194
545559.4781168514                                 -0.09455977793668484-1.685333282270858E-4i        1.688727526745309E-5                              1.688727526745309E-5
1128837.8916846884                                -7.458268305093329E-5-3.141597112052256i          -7.458268305093329E-5-3.141597112052256i          3.1415971129375664
1128837.8916846884                                -1.9767336426053112E-4+6.565574578989585E-8i      -7.458268305093329E-5+3.141597112052256i          3.1415971129375664
1128837.8916846884                                -7.458268305093329E-5+3.141597112052256i          -2.6671542640743116E-5-6.2831906700237266i        6.2831906700803355
1128837.8916846884                                -1.9767336426053112E-4-6.565574578989585E-8i      -2.6671542640743116E-5+6.2831906700237266i        6.2831906700803355
1128837.8916846884                                -2.6671542640743116E-5-6.2831906700237266i        -8.433258681381473E-6                             8.433258681381473E-6
1128837.8916846884                                -3.248996802563271E-5+2.1786606769607262E-4i      1.2916972862121694E-6-4.442884836705492i          4.442884836705679
1128837.8916846884                                -2.6671542640743116E-5+6.2831906700237266i        1.2916972862121694E-6+4.442884836705492i          4.442884836705679
1128837.8916846884                                -3.248996802563271E-5-2.1786606769607262E-4i      8.433258689979862E-6                              8.433258689979862E-6
1128837.8916846884                                -8.433258681381473E-6                             7.706171484130925E-5-3.141598356377987i           3.141598357323128
1128837.8916846884                                -0.9999999999999996                               7.706171484130925E-5+3.141598356377987i           3.141598357323128
2335721.4690901213                                -3.0171060816498187E-4-3.141618170245317i         -3.0171060816498187E-4-3.141618170245317i         3.141618184732961
2335721.4690901213                                -6.016909091037338E-4-1.7656206210873908E-7i      -3.0171060816498187E-4+3.141618170245317i         3.141618184732961
2335721.4690901213                                -3.0171060816498187E-4+3.141618170245317i         -2.5691850823863023E-6-4.4428918047635895i        4.442891804764332
2335721.4690901213                                -6.016909091037338E-4+1.7656206210873908E-7i      -2.5691850823863023E-6+4.4428918047635895i        4.442891804764332
2335721.4690901213                                -2.5691850823863023E-6-4.4428918047635895i        5.032129393759681E-14-3.298851726729313E-6i       3.2988517267293135E-6
2335721.4690901213                                -0.0030942873251507833+1.2282334216598416E-6i     5.032129393759681E-14+3.298851726729313E-6i       3.2988517267293135E-6
2335721.4690901213                                -2.5691850823863023E-6+4.4428918047635895i        4.7315255457435855E-5-6.2832087479810745i         6.283208748159226
2335721.4690901213                                -0.0030942873251507833-1.2282334216598416E-6i     4.7315255457435855E-5+6.2832087479810745i         6.283208748159226
2335721.4690901213                                5.032129393759681E-14-3.298851726729313E-6i       2.8433892503862456E-4-3.141610186291993i          3.1416101991593792
2335721.4690901213                                -1.0000000000000242-3.4479362429669423E-16i       2.8433892503862456E-4+3.141610186291993i          3.1416101991593792
4832930.238571752                                 -4.401738481903283E-5-6.28324117835206i           -4.401738481903283E-5-6.28324117835206i           6.283241178506242
4832930.238571752                                 -0.004154047409514851-0.0042740920885939145i      -4.401738481903283E-5+6.28324117835206i           6.283241178506242
4832930.238571752                                 -4.401738481903283E-5+6.28324117835206i           -9.045372759223754E-6-4.4429196589288935i         4.442919658938101
4832930.238571752                                 -0.004154047409514851+0.0042740920885939145i      -9.045372759223754E-6+4.4429196589288935i         4.442919658938101
4832930.238571752                                 -9.045372759223754E-6-4.4429196589288935i         -8.778710389383392E-6-3.141204636643085i          3.141204636655352
4832930.238571752                                 -0.007616216083358984-1.5434919831958416E-6i      -8.778710389383392E-6+3.141204636643085i          3.141204636655352
4832930.238571752                                 -9.045372759223754E-6+4.4429196589288935i         -3.423880860988686E-6-3.142166409152548i          3.1421664091544135
4832930.238571752                                 -0.007616216083358984+1.5434919831958416E-6i      -3.423880860988686E-6+3.142166409152548i          3.1421664091544135
4832930.238571752                                 -8.778710389383392E-6-3.141204636643085i          1.4106384601746302E-13-3.1395734919623273E-6i     3.1395734919623303E-6
4832930.238571752                                 -1.9369257663332022E-4+1.7726664703052676E-7i     1.4106384601746302E-13+3.1395734919623273E-6i     3.1395734919623303E-6
10000000                                          -2.5124727607198862E-5-3.1423760143138053i        -2.5124727607198862E-5-3.1423760143138053i        3.142376014414247
10000000                                          -3.211172153134542E-4-1.862486068896971E-8i       -2.5124727607198862E-5+3.1423760143138053i        3.142376014414247
10000000                                          -2.5124727607198862E-5+3.1423760143138053i        2.1417368045604128E-13-3.434620448462232E-6i      3.4346204484622388E-6
10000000                                          -3.211172153134542E-4+1.862486068896971E-8i       2.1417368045604128E-13+3.434620448462232E-6i      3.4346204484622388E-6
10000000                                          2.1417368045604128E-13-3.434620448462232E-6i      7.608607727815271E-6-4.443037947023887i           4.443037947030402
10000000                                          -1.0000000000000884                               7.608607727815271E-6+4.443037947023887i           4.443037947030402
10000000                                          2.1417368045604128E-13+3.434620448462232E-6i      1.3049522794959255E-5-3.1416052659126597i         3.141605265939762
10000000                                          -1.0000000000000884                               1.3049522794959255E-5+3.1416052659126597i         3.141605265939762
10000000                                          7.608607727815271E-6-4.443037947023887i           6.241816831770699E-5-6.283454310720268i           6.283454311030291
10000000                                          -0.01215868137931437+1.300140231450661E-6i        6.241816831770699E-5+6.283454310720268i           6.283454311030291
